profile,profile_id,original,raw_normalized,research_area_normalized,matched_candidate_terms,matched_sources,matched_cuis,has_umls_match,final_output,final_output_simplified,final_output_simplified_cleaned,source_weight,tag_weight,research_tag_publishable
Colin Dalton,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,"Research into micro/nano technology, microfluidics, lab-on-a-chip, and electrokinetics Collaborate with the Faculty of Medicine on brain-machine interfaces. Director, Microsystems Hub, University of Calgary micro/nano fabrication cleanroom facility. Teaching. Supervising and co-supervising graduate students in the Schulich School of Engineering and the Biomedical Engineering Program. Courses taught and currently teaching listed at http://contacts.ucalgary.ca/info/enel/profiles/168-42873/courses",research into micro nano technology microfluidics lab-on-a-chip and electrokinetics collaborate with the faculty of medicine on brain-machine interfaces director microsystems hub university of calgary micro nano fabrication cleanroom facility teaching supervising and co-supervising graduate students in the schulich school of engineering and the biomedical engineering program courses taught and currently teaching listed at http contacts ucalgary ca info enel profiles 168-42873 courses,,,,,no,research into micro nano technology microfluidics lab-on-a-chip and electrokinetics collaborate with the faculty of medicine on brain-machine interfaces director microsystems hub university of calgary micro nano fabrication cleanroom facility teaching supervising and co-supervising graduate students in the schulich school of engineering and the biomedical engineering program courses taught and currently teaching listed at http contacts ucalgary ca info enel profiles 168-42873 courses,"Research into micro/nano technology, microfluidics, lab-on-a-chip, and electrokinetics Collaborate with the Faculty of Medicine on brain-machine interfaces. Director, Microsystems Hub, University of Calgary micro/nano fabrication cleanroom facility. Teaching. Supervising and co-supervising graduate students in the Schulich School of Engineering and the Biomedical Engineering Program. Courses taught and currently teaching listed at http://contacts.ucalgary.ca/info/enel/profiles/168-42873/courses",Research Into Micro Nano Technology Microfluidics Lab On A Chip And Electrokinetics Collaborate With The Faculty Of Medicine On Brain Machine Interfaces Director Microsystems Hub University Of Calgary Micro Nano Fabrication Cleanroom Facility Teaching Supervising And Co Supervising Graduate Students In The Schulich School Of Engineering And The Biomedical Engineering Program Courses Taught And Currently Teaching Listed At Http Contacts Ucalgary Ca Info Enel Profiles 168 42873 Courses,0.5,0.5,
Colin Dalton,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,"Supervising and co-supervising graduate students in the Schulich School of Engineering. Approved Biomedical Engineering Program Graduate Supervisor. Research into micro/nano technology, microfluidics, lab-on-a-chip, and electrokinetics. Collaborate with the Faculty of Medicine on brain-chip interfaces. Manager of the Microsystems Hub",supervising and co-supervising graduate students in the schulich school of engineering approved biomedical engineering program graduate supervisor research into micro nano technology microfluidics lab-on-a-chip and electrokinetics collaborate with the faculty of medicine on brain-chip interfaces manager of the microsystems hub,,,,,no,supervising and co-supervising graduate students in the schulich school of engineering approved biomedical engineering program graduate supervisor research into micro nano technology microfluidics lab-on-a-chip and electrokinetics collaborate with the faculty of medicine on brain-chip interfaces manager of the microsystems hub,"Supervising and co-supervising graduate students in the Schulich School of Engineering. Approved Biomedical Engineering Program Graduate Supervisor. Research into micro/nano technology, microfluidics, lab-on-a-chip, and electrokinetics. Collaborate with the Faculty of Medicine on brain-chip interfaces. Manager of the Microsystems Hub",Supervising And Co Supervising Graduate Students In The Schulich School Of Engineering Approved Biomedical Engineering Program Graduate Supervisor Research Into Micro Nano Technology Microfluidics Lab On A Chip And Electrokinetics Collaborate With The Faculty Of Medicine On Brain Chip Interfaces Manager Of The Microsystems Hub,0.5,0.5,
Colin Dalton,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,"Managing the University of Calgary's micro/nano fabrication cleanroom facility equipment, user access, maintenance and operation, support and funding. Writing operational protocols and running training courses",managing the university of calgary s micro nano fabrication cleanroom facility equipment user access maintenance and operation support and funding writing operational protocols and running training courses,,,,,no,managing the university of calgary s micro nano fabrication cleanroom facility equipment user access maintenance and operation support and funding writing operational protocols and running training courses,"Managing the University of Calgary's micro/nano fabrication cleanroom facility equipment, user access, maintenance and operation, support and funding. Writing operational protocols and running training courses",Managing The University Of Calgary S Micro Nano Fabrication Cleanroom Facility Equipment User Access Maintenance And Operation Support And Funding Writing Operational Protocols And Running Training Courses,0.5,0.5,
Colin Dalton,f54adf97-7d5c-49c7-b1ac-dd3d5d9effa7,"I was the co-founder of Neuraura Biotech, a spin out company based on my collaborative research into brain machine interfaces. I was CTO to Dec 2022 and then CSO to May 2023",i was the co-founder of neuraura biotech a spin out company based on my collaborative research into brain machine interfaces i was cto to dec 2022 and then cso to may 2023,,,,,no,i was the co-founder of neuraura biotech a spin out company based on my collaborative research into brain machine interfaces i was cto to dec 2022 and then cso to may 2023,"I was the co-founder of Neuraura Biotech, a spin out company based on my collaborative research into brain machine interfaces. I was CTO to Dec 2022 and then CSO to May 2023",I Was The Co Founder Of Neuraura Biotech A Spin Out Company Based On My Collaborative Research Into Brain Machine Interfaces I Was CTO To Dec 2022 And Then CSO To May 2023,0.5,0.5,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Collaborative Work,collaborative work,,,,,no,collaborative work,Collaborative Work,Collaborative Work,1.0,1.0,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Organization Skills,organization skills,Physiologic Organization,,MTH,C0029237,yes,Physiologic Organization,Organization Skills,Organization Skills,1.0,0.62,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Time Management,time management,Time management training,time management,SNOMEDCT_US,C0556514,yes,Time management training,Time management training,Time Management Training,1.0,1.06,Time Management Training
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Event Planning,event planning,,event planning,,,no,event planning,Event Planning,Event Planning,1.0,1.0,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Customer Satisfaction,customer satisfaction,,,,,no,customer satisfaction,Customer Satisfaction,Customer Satisfaction,1.0,1.0,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Customer Support,customer support,,customer support,,,no,customer support,Customer Support,Customer Support,1.0,1.0,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Team Leadership,team leadership,,,,,no,team leadership,Team Leadership,Team Leadership,1.0,1.0,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Team Motivation,team motivation,Low motivation,,SNOMEDCT_US,C0558078,yes,Low motivation,Team Motivation,Team Motivation,1.0,0.56,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Problem Solving,problem solving,Problem solving training,problem solving,SNOMEDCT_US,C0543432,yes,Problem solving training,Problem solving training,Problem Solving Training,1.0,1.06,Problem Solving Training
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,Collaborative Problem Solving,collaborative problem solving,Problem solving training,problem solving,SNOMEDCT_US,C0543432,yes,Problem solving training,Problem solving training,Problem Solving Training,1.0,0.8433333333333333,Problem Solving Training
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,"As social co-director, I was responsible for holding student-centered events to promote positive relationships between graduate trainees in the HBI",as social co-director i was responsible for holding student-centered events to promote positive relationships between graduate trainees in the hbi,,,,,no,as social co-director i was responsible for holding student-centered events to promote positive relationships between graduate trainees in the hbi,"As social co-director, I was responsible for holding student-centered events to promote positive relationships between graduate trainees in the HBI",Social Co Director I Was Responsible For Holding Student Centered Events To Promote Positive Relationships Between Graduate Trainees In The HBI,0.5,0.5,
Julia Marie Gonzales,3fa1944d-4ac9-43ec-bb6c-8661fb188dbd,"Customer Service, Customer Satisfaction and +6 skills",customer service customer satisfaction and 6 skills,Referred by health plan specific customer service,customer service customer,SNOMEDCT_US,C5699896,yes,Referred by health plan specific customer service,"Customer Service, Customer Satisfaction and +6 skills",Customer Service Customer Satisfaction And 6 Skills,0.5,0.7350000000000001,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,Trained as a medical doctor and now pursuing a PhD degree in biomedical engineering,trained as a medical doctor and now pursuing a phd degree in biomedical engineering,,,,,no,trained as a medical doctor and now pursuing a phd degree in biomedical engineering,Trained as a medical doctor and now pursuing a PhD degree in biomedical engineering,Trained As A Medical Doctor And Now Pursuing A Phd Degree In Biomedical Engineering,0.8,0.8,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,As a physician-scientist in training,as a physician-scientist in training,,,,,no,as a physician-scientist in training,As a physician-scientist in training,Physician Scientist In Training,0.8,0.8,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,I am bridging the bench and bedside through fundamental neuroscience and engineering,i am bridging the bench and bedside through fundamental neuroscience and engineering,,,,,no,i am bridging the bench and bedside through fundamental neuroscience and engineering,I am bridging the bench and bedside through fundamental neuroscience and engineering,I Am Bridging The Bench And Bedside Through Fundamental Neuroscience And Engineering,0.8,0.8,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,My research sits at the intersection of systems neuroscience and computational modeling,my research sits at the intersection of systems neuroscience and computational modeling,,,,,no,my research sits at the intersection of systems neuroscience and computational modeling,My research sits at the intersection of systems neuroscience and computational modeling,My Research Sits At The Intersection Of Systems Neuroscience And Computational Modeling,0.8,0.8,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,interrogating fundamental mechanisms of brain function,interrogating fundamental mechanisms of brain function,,,,,no,interrogating fundamental mechanisms of brain function,interrogating fundamental mechanisms of brain function,Interrogating Fundamental Mechanisms Of Brain Function,0.8,0.8,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,My long-term focus is translating this work toward clinical impact,my long-term focus is translating this work toward clinical impact,,,,,no,my long-term focus is translating this work toward clinical impact,My long-term focus is translating this work toward clinical impact,My Long Term Focus Is Translating This Work Toward Clinical Impact,0.8,0.8,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,particularly through neuromodulation and brain stimulation therapies for neurological diseases,particularly through neuromodulation and brain stimulation therapies for neurological diseases,Percutaneous Neuromodulation Therapy,,MSH,C1518963,yes,Percutaneous Neuromodulation Therapy,particularly through neuromodulation and brain stimulation therapies for neurological diseases,Particularly Through Neuromodulation And Brain Stimulation Therapies For Neurological Diseases,0.8,0.4649999999999999,
Amira K. Fadl,b99bf52f-dedb-4bdb-827c-ec326d849d0e,I am also a digital artist and science communicator passionate about scientific visual storytelling - because decoding the brain and making that knowledge accessible are two sides of the same drive,i am also a digital artist and science communicator passionate about scientific visual storytelling - because decoding the brain and making that knowledge accessible are two sides of the same drive,,,,,no,i am also a digital artist and science communicator passionate about scientific visual storytelling - because decoding the brain and making that knowledge accessible are two sides of the same drive,I am also a digital artist and science communicator passionate about scientific visual storytelling - because decoding the brain and making that knowledge accessible are two sides of the same drive,I Am Also A Digital Artist And Science Communicator Passionate About Scientific Visual Storytelling Because Decoding The Brain And Making That Knowledge Accessible Are Two Sides Of The Same Drive,0.8,0.8,
